,id,title,date,author,technique,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5
92,17329,Ohne Titel (Treppenaufgang am ersten Krögelhof mit einem sitzenden und einem stehenden Jungen),Herbst 1898,"Zille, Heinrich (1858-1929)",Zelloidin,"Bildmaß:  11 x 8,2 cm","Fotopapiermaß:  11,5 x 8,2 cm",Passepartoutmaß:  50 x 40 cm,"Rahmenmaß:  52,5 x 42,5 x 3 cm",
93,17332,Ohne Titel (Treppenaufgang am ersten Krögelhof mit zwei Jungen),Herbst 1898,"Zille, Heinrich (1858-1929)",Zelloidin,"Bildmaß:  11,1 x 8,2 cm","Fotopapiermaß:  11,4 x 8,2 cm","Trägermaß:  15,8 x 9,3 cm Karton",Passepartoutmaß:  50 x 40 cm,"Rahmenmaß:  52,5 x 42,5 x 3 cm"
94,17333,Ohne Titel (Hauswand),Herbst 1898,"Zille, Heinrich (1858-1929)",Zelloidin matt,Bildmaß:  8 x 11 cm,"Fotopapiermaß:  8 x 12,1 cm","Trägermaß:  10,4 x 14,3 cm Karton",Passepartoutmaß:  50 x 40 cm,
95,17334,Ohne Titel (Frau mit Korb vor einem Bauzaun),Herbst 1898,"Zille, Heinrich (1858-1929)",mattes Zelloidinpapier,"Bildmaß:  10,4 x 8,4 cm","Fotopapiermaß:  10,4 x 8,4 cm",Passepartoutmaß:  50 x 40 cm,"Rahmenmaß:  52,5 x 42,5 x 3 cm",
96,17335,"Ohne Titel (Drei Männer auf dem Heimweg, in der südlichen Sophie-Charlotte-Straße)",Herbst 1898,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  6,3 x 7,9 cm","Fotopapiermaß:  6,3 x 7,9 cm",Passepartoutmaß:  50 x 40 cm,"Rahmenmaß:  52,5 x 42,5 x 3 cm",
97,17336,"Ohne Titel (Drei Männer auf dem Heimweg, Lattenzaun in der Sophie-Charlotte-Straße, im Hintergrund Knobelsdorffstraße)",Herbst 1898,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  9,2 x 8,2 cm","Fotopapiermaß:  9,2 x 8,2 cm",Passepartoutmaß:  50 x 40 cm,"Rahmenmaß:  52,5 x 42,5 x 3 cm",
98,17337,Ohne Titel (Frau und Kinder vor einem Lattenzaun in der Sophie-Charlotte-Straße),Herbst 1898,"Zille, Heinrich (1858-1929)","Kollodiumpapier, matt","Bildmaß:  5,5 x 8,6 cm","Fotopapiermaß:  5,5 x 8,6 cm",Passepartoutmaß:  50 x 40 cm,,
99,17338,Ohne Titel (Frau mit reisigbeladenem Kinderwagen und Kind),Herbst 1898,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  4,7 x 7,7 cm","Fotopapiermaß:  4,7 x 7,7 cm",,,
100,17339,Ohne Titel (Frau mit beladenem Handkarren),Herbst 1898,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  5,1 x 10,9 cm","Fotopapiermaß:  5,1 x 10,9 cm",Passepartoutmaß:  50 x 40 cm,,
101,17340,"Ohne Titel (Zwei Frauen ziehen und schieben gemeinsam den Handkarren durch den Sand, Blick auf die Knobelsdorffbrücke)",Herbst 1898,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  7,5 x 10,5 cm","Fotopapiermaß:  7,5 x 10,5 cm",Passepartoutmaß:  50 x 40 cm,"Rahmenmaß:  52,5 x 42,5 x 3 cm",
102,17341,"Ohne Titel (Fahrender Pferdewagen, Blick Richtung Charlottenburg)",Herbst 1898,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,2 x 11,7 cm","Fotopapiermaß:  8,2 x 11,8 cm",Passepartoutmaß:  50 x 40 cm,,
103,17342,Ohne Titel (Frau mit Tragetasche und Reisigpäckchen),Herbst 1898,"Zille, Heinrich (1858-1929)",mattes Kollodiumpapier,"Bildmaß:  7,2 x 10 cm","Fotopapiermaß:  7,2 x 10 cm",Passepartoutmaß:  50 x 40 cm,"Rahmenmaß:  52,5 x 42,5 x 3 cm",
104,17343,Ohne Titel (Passanten auf einer nicht identifizierten Brücke),Herbst 1898,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  7,3 x 10,5 cm","Fotopapiermaß:  7,3 x 10,5 cm",,,
105,17344,"Ohne Titel (Zwei Frauen ziehen einen holzbeladenen Karren, Blick auf Charlottenburg)",Herbst 1898,"Zille, Heinrich (1858-1929)","Kollodiumpapier, matt","Bildmaß:  8,2 x 10,9 cm","Fotopapiermaß:  8,2 x 10,9 cm",Passepartoutmaß:  50 x 40 cm,,
106,17345,"Ohne Titel (Dämmerung im Winter, Blick aus der Zille-Wohnung in Richtung Nordwest auf die Sophie-Charlotte-Straße, mit Eckhaus an der Potsdamer Straße)",Winter 1898/99,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,5 x 10,9 cm","Fotopapiermaß:  8,5 x 10,9 cm",Passepartoutmaß:  50 x 40 cm,,
107,17346,"Ohne Titel (Gebäude mit dem Atelier der ""Photographischen Gesellschaft"" in der Ahornallee)",Winter 1898/99,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,1 x 10,8 cm","Fotopapiermaß:  8,1 x 10,8 cm",,,
108,17347,Ohne Titel (Winterliche Freifläche in Charlottenburg),Winter 1898/99,"Zille, Heinrich (1858-1929)","Albumin, getont und gelackt","Bildmaß:  6,9 x 10,3 cm","Fotopapiermaß:  6,9 x 10,3 cm","Trägermaß:  7,3 x 10,7 cm Karton",Passepartoutmaß:  70 x 50 cm,
109,17348,Ohne Titel (Feldweg und Laubbäume),Herbst 1899,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  7,8 x 10,9 cm","Fotopapiermaß:  7,8 x 10,9 cm",,,
110,17349,Ohne Titel (Vermüllte Landschaft am Westend),Herbst 1899,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,5 x 10,8 cm","Fotopapiermaß:  8,5 x 10,8 cm",Passepartoutmaß:  50 x 70 cm   mit WV 249 und WV 250,"Rahmenmaß:  52,5 x 72,5 x 3 cm",
111,17350,Ohne Titel (Vermüllte Landschaft am Westend),Herbst 1899,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,4 x 10,9 cm","Fotopapiermaß:  8,4 x 10,9 cm",Passepartoutmaß:  50 x 70 cm   mit WV 248 und WV 250,"Rahmenmaß:  52,5 x 72,5 x 3 cm",
112,17351,Ohne Titel (Vermüllte Landschaft am Westend),Herbst 1899,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  7,9 x 10,9 cm","Fotopapiermaß:  8 x 10,9 cm",Passepartoutmaß:  50 x 70 cm   mit WV 248 und WV 249,"Rahmenmaß:  52,5 x 72,5 x 3 cm",
113,17352,Ohne Titel (Frau mit Korb vor der Silhouette der Westend-Kolonie),Herbst 1899,"Zille, Heinrich (1858-1929)",mattes Zelloidinpapier,"Bildmaß:  11 x 8,4 cm","Fotopapiermaß:  11 x 8,4 cm",Passepartoutmaß:  50 x 40 cm,"Rahmenmaß:  53 x 43 x 2,2 cm",
114,17353,Ohne Titel (Schaustellerwagen mit Karussellpferden),1900,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  7,9 x 10,7 cm","Fotopapiermaß:  7,9 x 10,7 cm",Passepartoutmaß:  50 x 40 cm,,
115,17354,Ohne Titel (Frauengruppe und einzelne Frau mit Kind),1900,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  7,6 x 10,9 cm","Fotopapiermaß:  7,6 x 10,9 cm",,,
116,17355,Ohne Titel (Rummelplatz am Lietzensee),1900,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  6,3 x 11 cm","Fotopapiermaß:  6,3 x 11,2 cm",,,
117,17356,Ohne Titel (Kinder auf Rummelplatz),1900,"Zille, Heinrich (1858-1929)","Kollodiumpapier, matt","Bildmaß:  8 x 10,9 cm","Fotopapiermaß:  8 x 10,9 cm",,,
118,17357,Ohne Titel (Kindergruppe neben einem Würstchenstand),1900,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  7,8 x 10,7 cm","Fotopapiermaß:  7,8 x 10,7 cm",Passepartoutmaß:  40 x 50 cm   quer,,
119,17358,"Ohne Titel (Würstchenstand, Frauen mit Kinderwagen)",1900,"Zille, Heinrich (1858-1929)",mattes Kollodiumpapier,"Bildmaß:  8,5 x 11 cm","Fotopapiermaß:  8,5 x 11,2 cm",,,
120,17359,Ohne Titel (Zuschauer vor einem Karussell),August 1900,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,6 x 10,8 cm","Fotopapiermaß:  8,6 x 10,8 cm",Passepartoutmaß:  50 x 40 cm,,
121,17365,"Ohne Titel (Rummelplatz, Kinder vor einem Karussell)",August 1900,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,4 x 11 cm","Fotopapiermaß:  8,4 x 11 cm",Passepartoutmaß:  50 x 40 cm,,
122,17369,Ohne Titel (Frau auf einem Karussellpferd reitend),August 1900,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,3 x 10,9 cm","Fotopapiermaß:  8,3 x 11,1 cm","Rahmenmaß:  52,5 x 42,5 x 3 cm",,
123,17373,Ohne Titel (Karussell mit Pferden),August 1900,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,1 x 10,9 cm","Fotopapiermaß:  8,1 x 10,9 cm",,,
124,17374,Ohne Titel (Schaukelbalken mit Kindern),August 1900,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,7 x 10,9 cm","Fotopapiermaß:  8,7 x 10,9 cm",Passepartoutmaß:  50 x 40 cm,,
125,17377,Ohne Titel (Schaubuden),August 1900,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  7,6 x 10,9 cm","Fotopapiermaß:  7,6 x 10,9 cm",,,
126,17378,"Ohne Titel (Zuschauer vor Schaubude mit ""Sioux-Indianern"")",August 1900,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,4 x 10,8 cm","Fotopapiermaß:  8,4 x 10,8 cm",,,
127,17441,"Ohne Titel (Zuschauer vor Schaubude mit ""Sioux-Indianern"")",August 1900,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,4 x 10,8 cm","Fotopapiermaß:  8,4 x 10,8 cm",,,
128,17442,Ohne Titel (Zuschauer vor Schaubude mit Taucher),August 1900,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,1 x 10,8 cm","Fotopapiermaß:  8,1 x 10,8 cm",,,
129,17443,Ohne Titel (Zuschauer vor Schaubude),August 1900,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,1 x 10,9 cm","Fotopapiermaß:  8,1 x 11 cm",,,
130,17444,Ohne Titel (Karussellbetrieb),August 1900,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,1 x 10,9 cm","Fotopapiermaß:  8,1 x 10,9 cm",Passepartoutmaß:  50 x 40 cm,"Rahmenmaß:  52,5 x 42,5 x 3 cm",
131,17445,Ohne Titel (Schaustellerbühne einer Wahrsagerin),August 1900,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,3 x 11 cm","Fotopapiermaß:  8,4 x 11 cm",,,
132,17446,Ohne Titel (Zuschauer und Schausteller bei einer Wahrsagerin),August 1900,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  10,6 x 7,7 cm","Fotopapiermaß:  10,6 x 7,7 cm",,,
133,17453,Ohne Titel (Schaustellerwagen),August 1900,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  7,8 x 10,7 cm","Fotopapiermaß:  7,8 x 10,7 cm",,,
134,17455,"Ohne Titel (Frau, die ein Kind vor einer Latrine abhält)",August 1900,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  10,3 x 7,8 cm","Fotopapiermaß:  10,3 x 7,8 cm",Passepartoutmaß:  50 x 40 cm,,
135,17457,Ohne Titel (Frau mit ihrem Kind im Arm vor einer Latrine),August 1900,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,5 x 10,9 cm","Fotopapiermaß:  8,5 x 11,1 cm",Passepartoutmaß:  50 x 40 cm,,
136,17461,"Ohne Titel (Reklamewand ""Riesen-Programm"")",August 1900,"Zille, Heinrich (1858-1929)","Kollodiumpapier, matt","Bildmaß:  8,4 x 11 cm","Fotopapiermaß:  8,4 x 11 cm",Passepartoutmaß:  50 x 40 cm,"Rahmenmaß:  53 x 43 x 2,2 cm",
137,17463,Ohne Titel (Zuschauer),August 1900,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,3 x 10,8 cm","Fotopapiermaß:  8,3 x 10,8 cm",Blattmaß:  50 x 40 cm,,
138,17464,Ohne Titel (Besucher vor einer Schaubude),August 1900,"Zille, Heinrich (1858-1929)","Kollodiumpapier, matt","Bildmaß:  8,3 x 10,9 cm","Fotopapiermaß:  8,3 x 11 cm",Passepartoutmaß:  50 x 40 cm,"Rahmenmaß:  52,5 x 42,5 x 3 cm",
139,17465,Ohne Titel (Rummelplatz aus der Distanz),September 1900,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  7,8 x 10,1 cm","Fotopapiermaß:  7,8 x 10,1 cm",,,
140,17466,Ohne Titel (Kasperltheater am Rand des Rummelplatzes),September 1900,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8 x 10,7 cm","Fotopapiermaß:  8 x 10,7 cm",,,
141,17467,Ohne Titel (Kasperltheater am Rand des Rummelplatzes),September 1900,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,4 x 10,8 cm","Fotopapiermaß:  8,4 x 10,8 cm",,,
142,17468,Ohne Titel (Kasperltheater am Rand des Rummelplatzes während einer Vorstellung),September 1900,"Zille, Heinrich (1858-1929)","Kollodiumpapier, matt","Bildmaß:  8,2 x 10,8 cm","Fotopapiermaß:  8,2 x 10,8 cm",Passepartoutmaß:  50 x 40 cm,"Rahmenmaß:  52,5 x 42,5 x 3 cm",
143,17469,Ohne Titel (Kasperltheater am Rand des Rummelplatzes während einer Vorstellung),September 1900,"Zille, Heinrich (1858-1929)",Albumin,"Bildmaß:  8,1 x 10,8 cm","Fotopapiermaß:  8,2 x 10,9 cm",,,
144,17470,"Ohne Titel (Frau, aus einem Bierzelt blickend)",September 1900,"Zille, Heinrich (1858-1929)","Kollodiumpapier, matt","Bildmaß:  10,7 x 7,4 cm","Fotopapiermaß:  10,7 x 7,4 cm",Passepartoutmaß:  50 x 40 cm,,
145,17471,Ohne Titel (Tische und Stühle in einem Bierzelt),September 1900,"Zille, Heinrich (1858-1929)","Kollodiumpapier, matt","Bildmaß:  8 x 10,3 cm","Fotopapiermaß:  8 x 10,3 cm",Passepartoutmaß:  50 x 40 cm,,
146,17472,Ohne Titel (Abgestelltes Geschirr in einem Zelt),September 1900,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,1 x 10,7 cm","Fotopapiermaß:  8,1 x 10,7 cm",Passepartoutmaß:  50 x 40 cm,,
147,17473,"Ohne Titel (Blick aus einem Bierzelt, links sitzender Mann)",September 1900,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,2 x 10,6 cm","Fotopapiermaß:  8,2 x 10,6 cm",Passepartoutmaß:  50 x 40 cm,"Rahmenmaß:  52,4 x 42,5 x 3 cm",
148,17474,Ohne Titel (Offenes Zelt mit Tischen und Stühlen),September 1900,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  7,7 x 10,8 cm","Fotopapiermaß:  7,7 x 10,8 cm",,,
149,17493,"Ohne Titel (Schaubudenrückseiten, Mann und Kinder)",September 1900,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  7,9 x 11 cm","Fotopapiermaß:  7,9 x 11 cm",Passepartoutmaß:  50 x 40 cm,,
150,17494,Ohne Titel (Eingang des Restaurant Schützenzelt),September 1900,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  10,2 x 8,5 cm","Fotopapiermaß:  10,2 x 8,5 cm",,,
151,17497,"Ohne Titel (Hirtenstraße/Ecke Amalienstraße, ""Destillation Wilhelm Knötzsch"")",Sommer 1901,"Zille, Heinrich (1858-1929)",mattes Kollodiumpapier,"Bildmaß:  11 x 7,8 cm","Fotopapiermaß:  12 x 8,7 cm","Trägermaß:  13,9 x 9,24 cm Karton",,
152,17498,Ohne Titel (Straße (Hausnummer 4) mit Frau und Mann; möglicherweise Parochialstraße),Sommer 1901,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,5 x 11 cm","Fotopapiermaß:  8,5 x 12 cm","Trägermaß:  10,4 x 14,2 cm Karton",,
153,17499,Ohne Titel (Heinrich Zille im Kreis unbekannter männlicher Badender),August 1901,"Zille, Heinrich (1858-1929)","Albumin, ungetont","Bildmaß:  8,3 x 10,9 cm","Fotopapiermaß:  8,3 x 10,9 cm",Passepartoutmaß:  50 x 40 cm,"Rahmenmaß:  52,5 x 42,5 x 3 cm",
154,17500,Ohne Titel (Waisenstraße in Richtung Parochialhospital und Stralauer Straße),August 1901,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,3 x 11 cm","Fotopapiermaß:  8,3 x 12 cm",,,
155,17501,"Ohne Titel (Portal des Parochialhospitals, Waisenstraße 28)",August 1901,"Zille, Heinrich (1858-1929)","Kollodiumpapier, matt","Bildmaß:  11 x 8,5 cm","Fotopapiermaß:  11,7 x 8,5 cm","Trägermaß:  13,8 x 9,74 cm Karton",Passepartoutmaß:  50 x 40 cm,"Rahmenmaß:  53 x 43 x 2,2 cm"
156,17502,"Ohne Titel (Parochialhospital, Waisenstraße)",August 1901,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  11 x 8,2 cm","Fotopapiermaß:  12 x 8,5 cm","Trägermaß:  14,1 x 9,9 cm Karton",,
157,17503,"Ohne Titel (Passage mit ""Panopticum"", Friedrichstraße/Ecke Behrensstraße)",August 1901,"Zille, Heinrich (1858-1929)","Kollodiumpapier, matt","Bildmaß:  8,7 x 11 cm","Fotopapiermaß:  8,74 x 11,9 cm","Trägermaß:  10,4 x 14,3 cm Karton",Passepartoutmaß:  50 x 40 cm,"Rahmenmaß:  52,5 x 42,5 x 3 cm"
158,17504,"Ohne Titel (Charlottenburger Schloß, Toreinfahrt)",August 1901,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,63 x 11 cm","Fotopapiermaß:  8,6 x 11,6 cm",Passepartoutmaß:  50 x 40 cm,,
159,17595,Ohne Titel (Besucher eines Festes in einer Gartenkolonie),Herbst 1901,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,2 x 11,2 cm","Fotopapiermaß:  8,2 x 11,2 cm",Passepartoutmaß:  50 x 40 cm,,
160,17596,Ohne Titel (Besucher eines Festes in einer Gartenkolonie),Herbst 1901,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,3 x 11,2 cm","Fotopapiermaß:  8,3 x 11,2 cm",Passepartoutmaß:  50 x 40 cm,,
161,17597,"Ohne Titel (Kindergraffiti auf Bretterzaun, vermutlich am Westend. - ""Das ist Grete Löwe und ihr Bräutigam Max"")",Herbst 1901,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,3 x 10,7 cm","Fotopapiermaß:  8,3 x 10,7 cm",Passepartoutmaß:  50 x 40 cm,"Rahmenmaß:  53 x 43 x 2,2 cm",
162,17598,"Ohne Titel (Kindergraffiti auf Bretterzaun, vermutlich am Westend. - ""Das ist Grete Löwe und ihr Bräutigam Max"")",Herbst 1901,"Zille, Heinrich (1858-1929)","Kollodiumpapier, matt","Bildmaß:  7,8 x 10,2 cm","Fotopapiermaß:  7,8 x 10,2 cm",,,
163,17599,"Ohne Titel (Kohlenplatz mit Mann und Frau als Passanten, vermutlich in Charlottenburg)",Herbst 1901,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,1 x 10,9 cm","Fotopapiermaß:  8,2 x 11 cm",Passepartoutmaß:  50 x 40 cm,,
164,17600,"Ohne Titel (Blick auf Westend, Ringbahngelände)",Herbst 1901,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  5,7 x 9 cm","Fotopapiermaß:  5,7 x 9 cm",,,
165,17601,Ohne Titel (Hausecke und Mauer am Krögel),1902,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,6 x 11 cm","Fotopapiermaß:  8,6 x 11,4 cm","Trägermaß:  10,4 x 14,2 cm Karton",,
166,17602,Ohne Titel (Tore und Mauern am Krögel),1902,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,4 x 11 cm","Fotopapiermaß:  8,4 x 11,6 cm","Trägermaß:  10,4 x 14,4 cm Karton",Passepartoutmaß:  50 x 40 cm,
167,17603,Ohne Titel (Mauer und Tor am Krögel),1902,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,5 x 11 cm","Fotopapiermaß:  8,5 x 12 cm","Trägermaß:  10,4 x 14,3 cm Karton",,
168,17604,Ohne Titel (Mauer und Tor am Krögel),1902,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  11,1 x 8,4 cm","Fotopapiermaß:  11,1 x 8,4 cm",Passepartoutmaß:  50 x 40 cm,,
169,17605,"Ohne Titel (Hauswand, Nahaufnahme, wahrscheinlich am Krögel)",1902,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,7 x 11,1 cm","Fotopapiermaß:  8,8 x 12 cm","Trägermaß:  10,4 x 14,2 cm Karton",,
170,17606,Ohne Titel (Hauseingang im Krögel),1902,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  11 x 8,4 cm","Fotopapiermaß:  11,3 x 8,5 cm","Trägermaß:  14,2 x 10,4 cm Karton",,
171,17607,"Ohne Titel (Am Krögel, Blick von der Spreeseite nach Norden)",1902,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  11 x 8,4 cm","Fotopapiermaß:  11,3 x 8,5 cm","Trägermaß:  13,7 x 9,8 cm Karton",,
172,17608,Ohne Titel (Parochialstraße 21 und 22),1902/1903,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  11 x 8,8 cm","Fotopapiermaß:  11,5 x 9 cm",,,
173,17609,"Ohne Titel (Parochialstraße 23 und 24, zwischen Jüden- und Klosterstraße, Nordseite, Produktenhandlung Minna Neumann)",1902/1903,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  10,7 x 7,8 cm","Fotopapiermaß:  12,2 x 8,4 cm",Passepartoutmaß:  50 x 40 cm,"Rahmenmaß:  52,5 x 42,5 x 3 cm",
174,17610,"Ohne Titel (Parochialstraße, Richtung Westen mit Blick auf die Nicolaikirchtürme - Baubeginn des Stadthauses)",1902/1903,"Zille, Heinrich (1858-1929)",Zelloidin matt,"Bildmaß:  8,8 x 11 cm","Fotopapiermaß:  9 x 11,7 cm","Trägermaß:  9,4 x 14 cm Karton",Passepartoutmaß:  50 x 40 cm,
175,17613,Ohne Titel (Kupfergraben mit den Häusern der Schloßfreiheit),um 1880,Unbekannter Fotograf,"Albumin, ungetont","Bildmaß:  8,4 x 13,5 cm","Fotopapiermaß:  8,8 x 13,8 cm",,,
176,17614,Ohne Titel (Denkmal des Großen Kurfürsten auf der langen Brücke),1894,Unbekannter Fotograf,"Albumin, ungetont","Bildmaß:  11,9 x 9,1 cm","Fotopapiermaß:  11,9 x 9,1 cm","Trägermaß:  14,2 x 10 cm Karton",,
177,17615,"Ohne Titel (Schloßstraße, vermutlich Nr. 41, Charlottenburg, Wohnheim und Gaststätte Gotthelf Krausche mit Schaukasten des Photoateliers Bruno Brügner)",um 1893-1895,Unbekannter Fotograf,Zelloidin matt,"Bildmaß:  10 x 17,3 cm","Fotopapiermaß:  10 x 17,6 cm",,,
178,17616,"Ohne Titel (Kupfergraben mit Begas-Denkmal, Zeughaus und Altes Museum)",Sommer 1898,Unbekannter Fotograf,Albumin,"Bildmaß:  6,7 x 11,4 cm","Fotopapiermaß:  6,7 x 11,6 cm","Trägermaß:  10,4 x 14,2 cm Karton",,
179,17617,"Ohne Titel (Kupfergraben mit Begas-Denkmal, Zeughaus und Altes Museum)",Sommer 1898,Unbekannter Fotograf,Albumin,"Bildmaß:  8,2 x 11,4 cm","Fotopapiermaß:  8,6 x 11,6 cm","Trägermaß:  10,4 x 14,1 cm Karton",,
180,17618,"Ohne Titel (Nationaldenkmal Kaiser Wilhelms I. auf der Schloßfreiheit, im Hintergrund Zeughaus, Altes Museum und Domkuppel, rechts das Schloß)",Sommer 1898,Unbekannter Fotograf,Albumin,"Bildmaß:  8,5 x 11,6 cm","Fotopapiermaß:  8,5 x 11,8 cm","Trägermaß:  9,4 x 13,7 cm Karton",,
181,17620,Ohne Titel (Stadtschloß),Sommer 1898,Unbekannter Fotograf,Albumin,"Bildmaß:  8,2 x 11,4 cm","Fotopapiermaß:  8,6 x 11,8 cm","Trägermaß:  9,5 x 13 cm Karton",,
182,17621,Ohne Titel (Nationaldenkmal Kaiser Wilhelms I. und Stadtschloß),Sommer 1898,Unbekannter Fotograf,Albuminpapier,"Bildmaß:  7,9 x 11,4 cm","Fotopapiermaß:  8,4 x 12 cm","Trägermaß:  9 x 13,3 cm Karton",Passepartoutmaß:  40 x 50 cm,Rahmenmaß:  43 x 53 x 2 cm
183,17622,Ohne Titel (Blick über den Schloßplatz mit Neptunbrunnen),Sommer 1898,Unbekannter Fotograf,Albumin,"Bildmaß:  8,2 x 11,3 cm","Fotopapiermaß:  8,8 x 11,7 cm","Trägermaß:  9,24 x 14,3 cm Karton",,
184,17623,Ohne Titel (Altes Museum und Lustgarten),Sommer 1898,Unbekannter Fotograf,Albumin,"Bildmaß:  8,13 x 11,5 cm","Fotopapiermaß:  8,5 x 11,8 cm","Trägermaß:  10,4 x 14,2 cm Karton",,
185,17624,Ohne Titel (Lagerschuppen am Wasser; möglicherweise am Nordhafen),Sommer 1898,Unbekannter Fotograf,Albumin,"Bildmaß:  8,2 x 11,3 cm","Fotopapiermaß:  8,4 x 11,6 cm","Trägermaß:  10,4 x 14,2 cm Karton",,
186,17625,"Ohne Titel (Lagerschuppen am Wasser, zwei Frauen in einem Ruderboot)",Sommer 1898,Unbekannter Fotograf,Albumin,"Bildmaß:  8,2 x 11,5 cm","Fotopapiermaß:  8,6 x 11,8 cm","Trägermaß:  10,4 x 14,4 cm Karton",,
187,17626,"Ohne Titel (Schloßfreiheit, vor dem Denkmal Kaiser Wilhelms I., zur Zeit seines 102. Geburtstages)",März/April 1899,Unbekannter Fotograf,Zelloidinpapier,"Bildmaß:  8,1 x 11,2 cm","Fotopapiermaß:  8,9 x 11,9 cm","Trägermaß:  10 x 13,8 cm Karton",Passepartoutmaß:  40 x 50 cm,Rahmenmaß:  43 x 53 x 2 cm
188,17627,Ohne Titel (Unter den Linden/Ecke Friedrichstraße),März/April 1899,Unbekannter Fotograf,Zelloidin,"Bildmaß:  8,3 x 11,2 cm","Fotopapiermaß:  8,3 x 11,9 cm","Trägermaß:  10,5 x 14 cm Karton",,
